system_id,instance_id,selector,semantic_faithfulness,code_consistency,vacuity_rate,proof_utility,missing_critical_units,reliability
code_only_v1,sorting_merge_sort_003,current_selector,1.0000,1.0000,0.0000,0.3150,0,0.7740
naive_concat_v1,sorting_merge_sort_003,current_selector,1.0000,1.0000,0.0000,0.3150,0,0.7740
full_method_v1,sorting_merge_sort_003,current_selector,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,trees_bst_insert_003,current_selector,0.5455,1.0000,0.0000,0.2506,2,0.5648
code_only_v1,trees_bst_insert_003,current_selector,0.9000,1.0000,0.0000,0.3008,0,0.7353
naive_concat_v1,trees_bst_insert_003,current_selector,0.8750,1.0000,0.0000,0.2973,0,0.7256
full_method_v1,trees_bst_insert_003,current_selector,1.0000,1.0000,0.0000,0.7650,0,0.9224
text_only_v1,trees_lowest_common_ancestor_003,current_selector,0.5909,1.0000,0.0000,0.2570,3,0.5657
code_only_v1,trees_lowest_common_ancestor_003,current_selector,0.8333,1.0000,0.0000,0.2914,0,0.7095
naive_concat_v1,trees_lowest_common_ancestor_003,current_selector,0.5833,1.0000,0.0000,0.2559,2,0.5794
full_method_v1,trees_lowest_common_ancestor_003,current_selector,0.6667,1.0000,0.0000,0.6502,3,0.7212
code_only_v1,arrays_binary_search_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,arrays_binary_search_001,first_parseable_only,0.8750,1.0000,0.1667,0.2673,0,0.6907
full_method_v1,arrays_binary_search_001,first_parseable_only,0.2500,0.5000,0.0000,0.1787,3,0.1590
text_only_v1,arrays_binary_search_002,first_parseable_only,0.8571,1.0000,0.2857,0.2647,0,0.6659
code_only_v1,arrays_binary_search_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,arrays_binary_search_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
full_method_v1,arrays_binary_search_002,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
text_only_v1,arrays_binary_search_004,first_parseable_only,0.8571,1.0000,0.2857,0.2647,0,0.6659
code_only_v1,arrays_binary_search_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,arrays_binary_search_004,first_parseable_only,0.8750,1.0000,0.1667,0.2673,0,0.6907
full_method_v1,arrays_binary_search_004,first_parseable_only,0.2500,0.5000,0.0000,0.1787,3,0.1590
text_only_v1,arrays_binary_search_005,first_parseable_only,0.8571,1.0000,0.2857,0.2647,0,0.6659
full_method_v1,arrays_binary_search_005,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
text_only_v1,arrays_binary_search_006,first_parseable_only,0.8571,1.0000,0.2857,0.2647,0,0.6659
naive_concat_v1,arrays_binary_search_006,first_parseable_only,0.8750,1.0000,0.1667,0.2673,0,0.6907
full_method_v1,arrays_binary_search_006,first_parseable_only,0.2500,0.5000,0.0000,0.1787,3,0.1590
text_only_v1,arrays_binary_search_007,first_parseable_only,0.8571,1.0000,0.2857,0.2647,0,0.6659
full_method_v1,arrays_binary_search_007,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
text_only_v1,arrays_max_subarray_001,first_parseable_only,0.6429,1.0000,0.1429,0.2344,2,0.5712
code_only_v1,arrays_max_subarray_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,arrays_max_subarray_001,first_parseable_only,0.7727,1.0000,0.0909,0.2528,2,0.6292
full_method_v1,arrays_max_subarray_001,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
text_only_v1,arrays_max_subarray_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,2,0.7307
code_only_v1,arrays_max_subarray_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,arrays_max_subarray_002,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
full_method_v1,arrays_max_subarray_002,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
text_only_v1,arrays_max_subarray_004,first_parseable_only,0.6429,1.0000,0.1429,0.2344,2,0.5712
naive_concat_v1,arrays_max_subarray_004,first_parseable_only,0.7727,1.0000,0.0909,0.2528,2,0.6292
full_method_v1,arrays_max_subarray_004,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
text_only_v1,arrays_max_subarray_005,first_parseable_only,1.0000,1.0000,0.0000,0.2850,2,0.7307
naive_concat_v1,arrays_max_subarray_005,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
full_method_v1,arrays_max_subarray_005,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
text_only_v1,arrays_max_subarray_006,first_parseable_only,0.6429,1.0000,0.1429,0.2344,2,0.5712
naive_concat_v1,arrays_max_subarray_006,first_parseable_only,0.7727,1.0000,0.0909,0.2528,2,0.6292
full_method_v1,arrays_max_subarray_006,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
text_only_v1,arrays_max_subarray_007,first_parseable_only,1.0000,1.0000,0.0000,0.2850,2,0.7307
naive_concat_v1,arrays_max_subarray_007,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
text_only_v1,dp_knapsack_01_001,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
code_only_v1,dp_knapsack_01_001,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
naive_concat_v1,dp_knapsack_01_001,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
full_method_v1,dp_knapsack_01_001,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,dp_knapsack_01_002,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
code_only_v1,dp_knapsack_01_002,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
naive_concat_v1,dp_knapsack_01_002,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
full_method_v1,dp_knapsack_01_002,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,dp_knapsack_01_004,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
code_only_v1,dp_knapsack_01_004,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
naive_concat_v1,dp_knapsack_01_004,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
full_method_v1,dp_knapsack_01_004,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,dp_knapsack_01_005,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
code_only_v1,dp_knapsack_01_005,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
naive_concat_v1,dp_knapsack_01_005,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
full_method_v1,dp_knapsack_01_005,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,dp_knapsack_01_006,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
code_only_v1,dp_knapsack_01_006,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
naive_concat_v1,dp_knapsack_01_006,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,dp_longest_common_subsequence_001,first_parseable_only,0.5556,1.0000,0.0000,0.2220,2,0.5588
code_only_v1,dp_longest_common_subsequence_001,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,dp_longest_common_subsequence_001,first_parseable_only,0.5909,1.0000,0.0000,0.2270,1,0.5891
full_method_v1,dp_longest_common_subsequence_001,first_parseable_only,0.2000,0.5000,0.2000,0.1716,3,0.1096
text_only_v1,dp_longest_common_subsequence_002,first_parseable_only,0.5625,1.0000,0.0000,0.2230,2,0.5615
code_only_v1,dp_longest_common_subsequence_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,dp_longest_common_subsequence_002,first_parseable_only,0.5500,1.0000,0.0000,0.2212,2,0.5567
full_method_v1,dp_longest_common_subsequence_002,first_parseable_only,0.3125,0.7143,0.1250,0.1875,3,0.2351
text_only_v1,dp_longest_common_subsequence_004,first_parseable_only,0.5556,1.0000,0.0000,0.2220,2,0.5588
code_only_v1,dp_longest_common_subsequence_004,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,dp_longest_common_subsequence_004,first_parseable_only,0.5909,1.0000,0.0000,0.2270,1,0.5891
full_method_v1,dp_longest_common_subsequence_004,first_parseable_only,0.2000,0.5000,0.2000,0.1716,3,0.1096
text_only_v1,dp_longest_common_subsequence_005,first_parseable_only,0.5625,1.0000,0.0000,0.2230,2,0.5615
naive_concat_v1,dp_longest_common_subsequence_005,first_parseable_only,0.5500,1.0000,0.0000,0.2212,2,0.5567
text_only_v1,dp_longest_common_subsequence_006,first_parseable_only,0.5556,1.0000,0.0000,0.2220,2,0.5588
code_only_v1,dp_longest_common_subsequence_006,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,dp_longest_common_subsequence_006,first_parseable_only,0.5909,1.0000,0.0000,0.2270,1,0.5891
text_only_v1,dp_longest_common_subsequence_007,first_parseable_only,0.5625,1.0000,0.0000,0.2230,2,0.5615
naive_concat_v1,dp_longest_common_subsequence_007,first_parseable_only,0.5500,1.0000,0.0000,0.2212,2,0.5567
text_only_v1,graph_bfs_shortest_path_001,first_parseable_only,0.5714,1.0000,0.0000,0.2242,4,0.5316
code_only_v1,graph_bfs_shortest_path_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,graph_bfs_shortest_path_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
full_method_v1,graph_bfs_shortest_path_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
text_only_v1,graph_bfs_shortest_path_002,first_parseable_only,0.6667,1.0000,0.0000,0.2377,4,0.5685
code_only_v1,graph_bfs_shortest_path_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,graph_bfs_shortest_path_002,first_parseable_only,0.7000,1.0000,0.0000,0.2425,3,0.5980
full_method_v1,graph_bfs_shortest_path_002,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,graph_bfs_shortest_path_004,first_parseable_only,0.5714,1.0000,0.0000,0.2242,4,0.5316
code_only_v1,graph_bfs_shortest_path_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,graph_bfs_shortest_path_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
full_method_v1,graph_bfs_shortest_path_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
text_only_v1,graph_bfs_shortest_path_005,first_parseable_only,0.6667,1.0000,0.0000,0.2377,4,0.5685
code_only_v1,graph_bfs_shortest_path_005,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,graph_bfs_shortest_path_005,first_parseable_only,0.7000,1.0000,0.0000,0.2425,3,0.5980
full_method_v1,graph_bfs_shortest_path_005,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,graph_bfs_shortest_path_006,first_parseable_only,0.5714,1.0000,0.0000,0.2242,4,0.5316
text_only_v1,graph_bfs_shortest_path_007,first_parseable_only,0.6667,1.0000,0.0000,0.2377,4,0.5685
naive_concat_v1,graph_bfs_shortest_path_007,first_parseable_only,0.7000,1.0000,0.0000,0.2425,3,0.5980
text_only_v1,graph_dijkstra_001,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
code_only_v1,graph_dijkstra_001,first_parseable_only,0.9167,1.0000,0.0000,0.7063,0,0.8748
naive_concat_v1,graph_dijkstra_001,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
full_method_v1,graph_dijkstra_001,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
text_only_v1,graph_dijkstra_002,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
code_only_v1,graph_dijkstra_002,first_parseable_only,0.9167,1.0000,0.0000,0.7063,0,0.8748
naive_concat_v1,graph_dijkstra_002,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
full_method_v1,graph_dijkstra_002,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
text_only_v1,graph_dijkstra_004,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
code_only_v1,graph_dijkstra_004,first_parseable_only,0.9167,1.0000,0.0000,0.7063,0,0.8748
naive_concat_v1,graph_dijkstra_004,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
full_method_v1,graph_dijkstra_004,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
text_only_v1,graph_dijkstra_005,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
code_only_v1,graph_dijkstra_005,first_parseable_only,0.9167,1.0000,0.0000,0.7063,0,0.8748
naive_concat_v1,graph_dijkstra_005,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
full_method_v1,graph_dijkstra_005,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
text_only_v1,graph_dijkstra_006,first_parseable_only,0.9286,1.0000,0.0000,0.7104,0,0.8802
code_only_v1,graph_dijkstra_006,first_parseable_only,0.9167,1.0000,0.0000,0.7063,0,0.8748
code_only_v1,graph_dijkstra_007,first_parseable_only,0.9167,1.0000,0.0000,0.7063,0,0.8748
text_only_v1,greedy_coin_change_canonical_001,first_parseable_only,0.5000,0.5500,0.2500,0.2141,3,0.3347
code_only_v1,greedy_coin_change_canonical_001,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,greedy_coin_change_canonical_001,first_parseable_only,0.5000,0.5500,0.0833,0.2141,3,0.3597
full_method_v1,greedy_coin_change_canonical_001,first_parseable_only,0.8000,1.0000,0.0000,0.2567,0,0.6867
text_only_v1,greedy_coin_change_canonical_002,first_parseable_only,0.5714,1.0000,0.0000,0.2242,2,0.5649
code_only_v1,greedy_coin_change_canonical_002,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,greedy_coin_change_canonical_002,first_parseable_only,0.5833,1.0000,0.0000,0.2259,0,0.6029
full_method_v1,greedy_coin_change_canonical_002,first_parseable_only,0.7500,1.0000,0.0000,0.6489,0,0.7991
text_only_v1,greedy_coin_change_canonical_004,first_parseable_only,0.5000,0.5500,0.2500,0.2141,3,0.3347
code_only_v1,greedy_coin_change_canonical_004,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,greedy_coin_change_canonical_004,first_parseable_only,0.5000,0.5500,0.0833,0.2141,3,0.3597
text_only_v1,greedy_coin_change_canonical_005,first_parseable_only,0.5714,1.0000,0.0000,0.2242,2,0.5649
code_only_v1,greedy_coin_change_canonical_005,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
naive_concat_v1,greedy_coin_change_canonical_005,first_parseable_only,0.5833,1.0000,0.0000,0.2259,0,0.6029
full_method_v1,greedy_coin_change_canonical_005,first_parseable_only,0.7500,1.0000,0.0000,0.6489,0,0.7991
text_only_v1,greedy_coin_change_canonical_006,first_parseable_only,0.5000,0.5500,0.2500,0.2141,3,0.3347
naive_concat_v1,greedy_coin_change_canonical_006,first_parseable_only,0.5000,0.5500,0.0833,0.2141,3,0.3597
text_only_v1,greedy_coin_change_canonical_007,first_parseable_only,0.5714,1.0000,0.0000,0.2242,2,0.5649
naive_concat_v1,greedy_coin_change_canonical_007,first_parseable_only,0.5833,1.0000,0.0000,0.2259,0,0.6029
text_only_v1,greedy_interval_scheduling_001,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
code_only_v1,greedy_interval_scheduling_001,first_parseable_only,0.7500,1.0000,0.0000,0.2496,1,0.6507
naive_concat_v1,greedy_interval_scheduling_001,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
full_method_v1,greedy_interval_scheduling_001,first_parseable_only,0.8000,1.0000,0.0000,0.6662,0,0.8218
text_only_v1,greedy_interval_scheduling_002,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
code_only_v1,greedy_interval_scheduling_002,first_parseable_only,0.7500,1.0000,0.0000,0.2496,1,0.6507
naive_concat_v1,greedy_interval_scheduling_002,first_parseable_only,0.5667,1.0000,0.0000,0.2236,1,0.5798
full_method_v1,greedy_interval_scheduling_002,first_parseable_only,0.7500,1.0000,0.0000,0.6489,0,0.7991
text_only_v1,greedy_interval_scheduling_004,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
code_only_v1,greedy_interval_scheduling_004,first_parseable_only,0.7500,1.0000,0.0000,0.2496,1,0.6507
text_only_v1,greedy_interval_scheduling_005,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
code_only_v1,greedy_interval_scheduling_005,first_parseable_only,0.7500,1.0000,0.0000,0.2496,1,0.6507
naive_concat_v1,greedy_interval_scheduling_005,first_parseable_only,0.5667,1.0000,0.0000,0.2236,1,0.5798
full_method_v1,greedy_interval_scheduling_005,first_parseable_only,0.7500,1.0000,0.0000,0.6489,0,0.7991
text_only_v1,greedy_interval_scheduling_006,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
code_only_v1,greedy_interval_scheduling_006,first_parseable_only,0.7500,1.0000,0.0000,0.2496,1,0.6507
text_only_v1,greedy_interval_scheduling_007,first_parseable_only,0.5455,1.0000,0.0909,0.2206,2,0.5413
code_only_v1,greedy_interval_scheduling_007,first_parseable_only,0.7500,1.0000,0.0000,0.2496,1,0.6507
naive_concat_v1,greedy_interval_scheduling_007,first_parseable_only,0.5667,1.0000,0.0000,0.2236,1,0.5798
code_only_v1,sorting_insertion_sort_001,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,sorting_insertion_sort_001,first_parseable_only,0.7778,1.0000,0.1111,0.2535,1,0.6448
full_method_v1,sorting_insertion_sort_001,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,sorting_insertion_sort_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,1,0.7474
code_only_v1,sorting_insertion_sort_002,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,sorting_insertion_sort_002,first_parseable_only,0.8182,1.0000,0.0909,0.2592,1,0.6634
full_method_v1,sorting_insertion_sort_002,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,sorting_insertion_sort_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,1,0.7474
code_only_v1,sorting_insertion_sort_004,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,sorting_insertion_sort_004,first_parseable_only,0.7778,1.0000,0.1111,0.2535,1,0.6448
full_method_v1,sorting_insertion_sort_004,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,sorting_insertion_sort_005,first_parseable_only,1.0000,1.0000,0.0000,0.2850,1,0.7474
naive_concat_v1,sorting_insertion_sort_005,first_parseable_only,0.8182,1.0000,0.0909,0.2592,1,0.6634
text_only_v1,sorting_insertion_sort_006,first_parseable_only,1.0000,1.0000,0.0000,0.2850,1,0.7474
naive_concat_v1,sorting_insertion_sort_006,first_parseable_only,0.7778,1.0000,0.1111,0.2535,1,0.6448
text_only_v1,sorting_insertion_sort_007,first_parseable_only,1.0000,1.0000,0.0000,0.2850,1,0.7474
naive_concat_v1,sorting_insertion_sort_007,first_parseable_only,0.8182,1.0000,0.0909,0.2592,1,0.6634
text_only_v1,sorting_merge_sort_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,2,0.7307
code_only_v1,sorting_merge_sort_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,sorting_merge_sort_001,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
full_method_v1,sorting_merge_sort_001,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,sorting_merge_sort_002,first_parseable_only,0.5833,1.0000,0.0000,0.2259,2,0.5695
code_only_v1,sorting_merge_sort_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,sorting_merge_sort_002,first_parseable_only,0.9545,1.0000,0.0000,0.2786,2,0.7131
full_method_v1,sorting_merge_sort_002,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,sorting_merge_sort_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,2,0.7307
code_only_v1,sorting_merge_sort_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,sorting_merge_sort_004,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
full_method_v1,sorting_merge_sort_004,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,sorting_merge_sort_005,first_parseable_only,0.5833,1.0000,0.0000,0.2259,2,0.5695
code_only_v1,sorting_merge_sort_005,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,sorting_merge_sort_005,first_parseable_only,0.9545,1.0000,0.0000,0.2786,2,0.7131
text_only_v1,sorting_merge_sort_006,first_parseable_only,1.0000,1.0000,0.0000,0.2850,2,0.7307
text_only_v1,sorting_merge_sort_007,first_parseable_only,0.5833,1.0000,0.0000,0.2259,2,0.5695
naive_concat_v1,sorting_merge_sort_007,first_parseable_only,0.9545,1.0000,0.0000,0.2786,2,0.7131
text_only_v1,trees_bst_insert_001,first_parseable_only,0.5455,1.0000,0.0000,0.2206,2,0.5549
code_only_v1,trees_bst_insert_001,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
naive_concat_v1,trees_bst_insert_001,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
full_method_v1,trees_bst_insert_001,first_parseable_only,1.0000,1.0000,0.0000,0.7350,0,0.9126
text_only_v1,trees_bst_insert_002,first_parseable_only,0.6111,1.0000,0.0000,0.2299,2,0.5803
code_only_v1,trees_bst_insert_002,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,trees_bst_insert_002,first_parseable_only,0.7000,1.0000,0.0000,0.2425,1,0.6314
full_method_v1,trees_bst_insert_002,first_parseable_only,0.9000,1.0000,0.0000,0.7006,0,0.8672
text_only_v1,trees_bst_insert_004,first_parseable_only,0.5455,1.0000,0.0000,0.2206,2,0.5549
code_only_v1,trees_bst_insert_004,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
naive_concat_v1,trees_bst_insert_004,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
text_only_v1,trees_bst_insert_005,first_parseable_only,0.6111,1.0000,0.0000,0.2299,2,0.5803
naive_concat_v1,trees_bst_insert_005,first_parseable_only,0.7000,1.0000,0.0000,0.2425,1,0.6314
full_method_v1,trees_bst_insert_005,first_parseable_only,0.9000,1.0000,0.0000,0.7006,0,0.8672
text_only_v1,trees_bst_insert_006,first_parseable_only,0.5455,1.0000,0.0000,0.2206,2,0.5549
naive_concat_v1,trees_bst_insert_006,first_parseable_only,0.8750,1.0000,0.0000,0.2673,0,0.7157
text_only_v1,trees_bst_insert_007,first_parseable_only,0.6111,1.0000,0.0000,0.2299,2,0.5803
naive_concat_v1,trees_bst_insert_007,first_parseable_only,0.7000,1.0000,0.0000,0.2425,1,0.6314
text_only_v1,trees_lowest_common_ancestor_001,first_parseable_only,0.5909,1.0000,0.0000,0.2270,3,0.5558
code_only_v1,trees_lowest_common_ancestor_001,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,trees_lowest_common_ancestor_001,first_parseable_only,0.5833,1.0000,0.0000,0.2259,2,0.5695
full_method_v1,trees_lowest_common_ancestor_001,first_parseable_only,0.6667,1.0000,0.0000,0.6202,3,0.7113
text_only_v1,trees_lowest_common_ancestor_002,first_parseable_only,0.5000,1.0000,0.0000,0.2141,4,0.5040
code_only_v1,trees_lowest_common_ancestor_002,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,trees_lowest_common_ancestor_002,first_parseable_only,0.6667,1.0000,0.0000,0.2377,1,0.6185
full_method_v1,trees_lowest_common_ancestor_002,first_parseable_only,0.6667,1.0000,0.0000,0.6202,3,0.7113
text_only_v1,trees_lowest_common_ancestor_004,first_parseable_only,0.5909,1.0000,0.0000,0.2270,3,0.5558
code_only_v1,trees_lowest_common_ancestor_004,first_parseable_only,0.8333,1.0000,0.0000,0.2614,0,0.6996
naive_concat_v1,trees_lowest_common_ancestor_004,first_parseable_only,0.5833,1.0000,0.0000,0.2259,2,0.5695
full_method_v1,trees_lowest_common_ancestor_004,first_parseable_only,0.6667,1.0000,0.0000,0.6202,3,0.7113
text_only_v1,trees_lowest_common_ancestor_005,first_parseable_only,0.5000,1.0000,0.0000,0.2141,4,0.5040
naive_concat_v1,trees_lowest_common_ancestor_005,first_parseable_only,0.6667,1.0000,0.0000,0.2377,1,0.6185
text_only_v1,trees_lowest_common_ancestor_006,first_parseable_only,0.5909,1.0000,0.0000,0.2270,3,0.5558
naive_concat_v1,trees_lowest_common_ancestor_006,first_parseable_only,0.5833,1.0000,0.0000,0.2259,2,0.5695
text_only_v1,trees_lowest_common_ancestor_007,first_parseable_only,0.5000,1.0000,0.0000,0.2141,4,0.5040
naive_concat_v1,trees_lowest_common_ancestor_007,first_parseable_only,0.6667,1.0000,0.0000,0.2377,1,0.6185
text_only_v1,arrays_binary_search_003,first_parseable_only,0.8571,1.0000,0.2857,0.2647,0,0.6659
code_only_v1,arrays_binary_search_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,arrays_binary_search_003,first_parseable_only,0.8750,1.0000,0.1667,0.2673,0,0.6907
full_method_v1,arrays_binary_search_003,first_parseable_only,0.2500,0.5000,0.0000,0.1787,3,0.1590
text_only_v1,arrays_max_subarray_003,first_parseable_only,0.6429,1.0000,0.1429,0.2344,2,0.5712
code_only_v1,arrays_max_subarray_003,first_parseable_only,1.0000,1.0000,0.0000,0.2850,0,0.7641
naive_concat_v1,arrays_max_subarray_003,first_parseable_only,0.7727,1.0000,0.0909,0.2528,2,0.6292
full_method_v1,arrays_max_subarray_003,first_parseable_only,0.9000,1.0000,0.0000,0.2708,0,0.7254
text_only_v1,dp_knapsack_01_003,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
code_only_v1,dp_knapsack_01_003,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
naive_concat_v1,dp_knapsack_01_003,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
full_method_v1,dp_knapsack_01_003,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,dp_knapsack_01_007,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
code_only_v1,dp_knapsack_01_007,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
naive_concat_v1,dp_knapsack_01_007,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
full_method_v1,dp_knapsack_01_007,first_parseable_only,0.8333,1.0000,0.0000,0.6776,0,0.8369
text_only_v1,dp_longest_common_subsequence_003,first_parseable_only,0.5556,1.0000,0.0000,0.2220,2,0.5588
code_only_v1,dp_longest_common_subsequence_003,first_parseable_only,0.7500,1.0000,0.0000,0.2496,0,0.6674
